game_id,inputprogvers,visteam,hometeam,site,date,number,gametype,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,innings
PH5193605190,"""version 7RS(19) of 07/07/92""",NY6,PH5,CAM03,1936/05/19,0,exhibition,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/21 11:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,thoms105,taylj108,,,
PH5193605301,"""version 7RS(19) of 07/07/92""",PTC,PH5,PHI17,1936/05/30,1,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/20 11:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,jones107,harvb101,,,
PH5193605302,"""version 7RS(19) of 07/07/92""",PTC,PH5,PHI17,1936/05/30,2,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/21 12:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,paigs101,thoms105,,,
PH5193606020,"""version 7RS(19) of 07/07/92""",WEG,PH5,CAM04,1936/06/02,0,exhibition,0:00PM,night,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/23 11:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,thoms105,willj117,,,
PH5193606201,"""version 7RS(19) of 07/07/92""",WEG,PH5,PHI17,1936/06/20,1,regular,0:00PM,day,false,harrm103,crumj101,,,,"""Tom Thress""","""Tom Thress""",2025/02/20 7:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,0,byrdb101,yokel101,,,
PH5193606202,"""version 7RS(19) of 07/07/92""",WEG,PH5,PHI17,1936/06/20,2,regular,0:00PM,day,false,harrm103,crumj101,,,,"""Tom Thress""","""Tom Thress""",2025/02/20 8:03AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,grifb102,huntb106,willj117,,
PH5193607111,"""version 7RS(19) of 07/07/92""",NY5,PH5,PHI17,1936/07/11,1,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/03/23 12:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,hollb106,mcdow101,,,
PH5193607181,"""version 7RS(19) of 07/07/92""",HOM,PH5,PHI17,1936/07/18,1,regular,0:00PM,day,false,turnu901,gansj101,,,,"""Tom Thress""","""Tom Thress""",2025/03/25 12:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,yokel101,gisew101,,,
PH5193607182,"""version 7RS(19) of 07/07/92""",HOM,PH5,PHI17,1936/07/18,2,regular,0:00PM,day,false,turnu901,gansj101,,,,"""Tom Thress""","""Tom Thress""",2025/03/25 12:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,bevec101,parkt101,huntb106,,7
PH5193607251,"""version 7RS(19) of 07/07/92""",PTC,PH5,PHI17,1936/07/25,1,regular,0:00PM,day,false,turnu901,gansj101,,,,"""Tom Thress""","""Tom Thress""",2025/03/21 12:37AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,paigs101,yokel101,,,
PH5193607252,"""version 7RS(19) of 07/07/92""",PTC,PH5,PHI17,1936/07/25,2,regular,0:00PM,day,false,turnu901,gansj101,,,,"""Tom Thress""","""Tom Thress""",2025/03/21 12:51AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,fostw101,bevec101,,,7
PH5193608081,"""version 7RS(19) of 07/07/92""",HOM,PH5,PHI17,1936/08/08,1,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/04/05 12:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,huntb106,welmr101,,,
PH5193608082,"""version 7RS(19) of 07/07/92""",HOM,PH5,PHI17,1936/08/08,2,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/04/05 12:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,jones107,waita101,,,8
PH5193608152,"""version 7RS(19) of 07/07/92""",NY5,PH5,PHI17,1936/08/15,2,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 7:09AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,thoms105,davir103,,,7
PH5193608280,"""version 7RS(19) of 07/07/92""",NY5,PH5,MID03,1936/08/28,0,exhibition,0:00PM,night,false,taylu901,coopu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/10 9:00PM,unknown,none,0,unknown,-1,unknown,unknown,overcast,0,500,rectc101,jones107,,,
PH5193609121,"""version 7RS(19) of 07/07/92""",NY5,PH5,PHI17,1936/09/12,1,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/04/23 10:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,thoms105,browb107,,,
PH5193609122,"""version 7RS(19) of 07/07/92""",NY5,PH5,PHI17,1936/09/12,2,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/04/23 10:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,thoms105,browb107,,,
PH5193609170,"""version 7RS(19) of 07/07/92""",WEG,PH5,PHI17,1936/09/17,0,playoff,0:00PM,night,false,,,,,,"""TOm Thress""","""Tom Thress""",2025/04/28 11:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,byrdb101,thoms105,willj117,,
PH5193609201,"""version 7RS(19) of 07/07/92""",WEG,PH5,NYC14,1936/09/20,1,exhibition,0:00PM,day,false,turnu901,harrm103,devoj102,gholb901,,"""Tom Thress""","""Tom Thress""",2025/04/24 6:31AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,20000,byrdb101,huntb106,,,
PH6193605280,"""version 7RS(19) of 07/07/92""",PH5,PH6,PHI16,1936/05/28,0,exhibition,0:00PM,night,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/23 12:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,900,jones107,jacku101,,,7
PTC193606150,"""version 7RS(19) of 07/07/92""",NW2,PTC,YOU01,1936/06/15,0,exhibition,0:00PM,night,false,duffu901,flauu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/24 6:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,179,3000,harvb101,day-l101,,,
PTC193607182,"""version 7RS(19) of 07/07/92""",WEG,PTC,PIT09,1936/07/18,2,regular,0:00PM,day,false,craij901,harrb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/24 12:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,stres101,willj117,,,7
PTC193607191,"""version 7RS(19) of 07/07/92""",WEG,PTC,CLE06,1936/07/19,1,regular,0:00PM,day,false,craij901,harrb901,(none),hayeg901,,"""Tom Thress""","""Tom Thress""",2025/03/18 11:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,10000,paigs101,grifb102,,,
PTC193607192,"""version 7RS(19) of 07/07/92""",WEG,PTC,CLE06,1936/07/19,2,regular,0:00PM,day,false,craij901,harrb901,(none),hayeg901,,"""Tom Thress""","""Tom Thress""",2025/03/19 12:14AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,10000,smitt105,porta103,,,7
PTC193608012,"""version 7RS(19) of 07/07/92""",NY5,PTC,PIT09,1936/08/01,2,regular,0:00PM,day,false,harrm103,harrb901,,,,"""Tom Thress""","""Tom Thress""",2025/03/27 11:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,carts102,mcheh101,,,7
PTC193608270,"""version 7RS(19) of 07/07/92""",WEG,PTC,CAN03,1936/08/27,0,regular,0:00PM,night,false,johnu903,babcu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/10 1:50AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,harvb101,porta103,,,
PTC193608291,"""version 7RS(19) of 07/07/92""",PH5,PTC,PIT09,1936/08/29,1,regular,0:00PM,day,false,harrm103,harrb901,,,,"""Tom Thress""","""Tom Thress""",2025/04/10 9:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,0,matll101,thoms105,,,
PTC193608292,"""version 7RS(19) of 07/07/92""",PH5,PTC,PIT09,1936/08/29,2,regular,0:00PM,day,false,harrm103,harrb901,,,,"""Tom Thress""","""Tom Thress""",2025/04/10 9:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,fostw101,ellir105,,,7
PTC193608310,"""version 7RS(19) of 07/07/92""",WEG,PTC,CLP01,1936/08/31,0,exhibition,0:00PM,day,false,fostu901,cowdu901,,,,"""Tom Thress""","""Tom Thress""",2025/04/21 1:03AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,smitt105,willj117,,,
WEG193605160,"""version 7RS(19) of 07/07/92""",NW2,WEG,WAS09,1936/05/16,0,regular,0:00PM,day,false,kempu901,spenh901,,,,"""Tom Thress""","""Tom Thress""",2025/02/21 12:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,1500,grifb102,mcdut101,,,
WEG193605231,"""version 7RS(19) of 07/07/92""",PTC,WEG,WAS09,1936/05/23,1,regular,0:00PM,day,false,harrm103,kempu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/22 12:07AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,2000,matll101,willj117,,,
WEG193605232,"""version 7RS(19) of 07/07/92""",PTC,WEG,WAS09,1936/05/23,2,regular,0:00PM,day,false,harrm103,kempu901,,,,"""Tom Thress""","""Tom Thress""",2025/02/22 1:12AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,2000,byrdb101,carts102,,,
WEG193605240,"""version 7RS(19) of 07/07/92""",PTC,WEG,WAS09,1936/05/24,0,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/19 12:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,matll101,byrdb101,,,
WEG193605311,"""version 7RS(19) of 07/07/92""",NY6,WEG,WAS09,1936/05/31,1,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/15 6:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,byrdb101,brewc102,grifb102,,
WEG193605312,"""version 7RS(19) of 07/07/92""",NY6,WEG,WAS09,1936/05/31,2,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/15 6:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,stann101,grifb102,albrt101,,
WEG193606210,"""version 7RS(19) of 07/07/92""",PH5,WEG,WAS09,1936/06/21,0,regular,0:00PM,day,false,,,,,,"""Tom Thress""","""Tom Thress""",2025/02/19 8:59AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,grifb102,mcdow101,,,
WEG193607250,"""version 7RS(19) of 07/07/92""",NY5,WEG,WAS09,1936/07/25,0,regular,0:00PM,night,false,craij901,kempu901,,,,"""Tom Thress""","""Tom Thress""",2025/03/20 1:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,davir103,grifb102,,,
WEG193607261,"""version 7RS(19) of 07/07/92""",NY5,WEG,WAS09,1936/07/26,1,regular,0:00PM,day,false,craij901,kempu901,,,,"""Tom Thress""","""Tom Thress""",2025/03/25 11:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,4500,browb107,willj117,,,
WEG193607262,"""version 7RS(19) of 07/07/92""",NY5,WEG,WAS09,1936/07/26,2,regular,0:00PM,day,false,craij901,kempu901,,,,"""Tom Thress""","""Tom Thress""",2025/03/25 11:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,4500,hollb106,byrdb101,,,
WEG193608010,"""version 7RS(19) of 07/07/92""",NW2,WEG,WAS09,1936/08/01,0,regular,0:00PM,day,false,craij901,kempu901,,,,"""Tom Thress""","""Tom Thress""",2025/03/27 10:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,0,bellw101,johna107,,,
WEG193608021,"""version 7RS(19) of 07/07/92""",NW2,WEG,WAS09,1936/08/02,1,regular,0:00PM,day,false,craij901,kempu901,,,,"""Tom Thress""","""Tom Thress""",2025/03/27 12:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,evanb105,willj117,,,
WEG193608161,"""version 7RS(19) of 07/07/92""",PTC,WEG,WAS09,1936/08/16,1,regular,0:00PM,day,false,harrb901,kempu901,,,,"""Tom Thress""","""Tom Thress""",2025/03/18 7:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,4000,willj117,smitt105,,,
WEG193608162,"""version 7RS(19) of 07/07/92""",PTC,WEG,WAS09,1936/08/16,2,regular,0:00PM,day,false,harrb901,kempu901,,,,"""Tom Thress""","""Tom Thress""",2025/03/18 9:37AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,92,4000,byrdb101,fostw101,,,7
CLE193604140,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1936/04/14,0,,0:00PM,day,false,owenb901,summb901,(none),johnc901,"""39""","""Unknown""","""Comly""",2002/05/31 12:06AM,park,none,0,unknown,-1,unknown,unknown,unknown,127,18200,rowes101,hardm101,,,
CLE193604150,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1936/04/15,0,,0:00PM,day,false,summb901,johnc901,(none),owenb901,"""39""","""Unknown""","""Comly""",2002/07/23 1:05AM,park,none,0,unknown,-1,unknown,unknown,unknown,143,3000,hildo101,bridt101,,,
CLE193604230,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1936/04/23,0,,0:00PM,day,false,basis901,kolll901,(none),owenb901,"""39,277""","""Unknown""","""Comly""",2002/07/23 11:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,65,0,allej102,whitj101,,,
CLE193604240,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1936/04/24,0,,0:00PM,day,false,kolll901,basis901,(none),owenb901,"""39,277""","""Unknown""","""Comly""",2002/07/23 11:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,119,0,hardm101,stram102,,,
CLE193604250,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1936/04/25,0,,0:00PM,day,false,basis901,kolll901,(none),morig101,"""39""","""Unknown""","""Comly""",2002/07/24 12:01AM,park,none,0,unknown,-1,unknown,unknown,unknown,128,4000,mahar101,hudlw101,,,
CLE193604260,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1936/04/26,0,,0:00PM,day,false,kolll901,basis901,(none),morig101,"""39""","""Unknown""","""Comly""",2002/07/24 12:26AM,park,none,0,unknown,-1,unknown,unknown,unknown,238,18000,allej102,walkj102,,,
CLE193604270,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1936/04/27,0,,0:00PM,day,false,basis901,kolll901,(none),morig101,"""39""","""Unknown""","""Comly""",2002/07/25 8:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,2000,blaeg101,vanar101,,,
CLE193605140,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1936/05/14,0,,0:00PM,day,false,geish901,dinnb101,(none),hubbc901,"""39""","""Unknown""","""Comly""",2002/08/24 11:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,112,2500,rhodg101,browl101,,,
CLE193605150,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1936/05/15,0,,0:00PM,day,false,dinnb101,hubbc901,(none),geish901,"""115""","""Unknown""","""Comly""",2000/02/15 3:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,15000,hildo101,marcj101,,,
CLE193605160,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1936/05/16,0,,0:00PM,day,false,hubbc901,geish901,(none),dinnb101,"""115""","""Unknown""","""Comly""",2000/02/15 7:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,14000,hardm101,ferrw101,,,
CLE193605170,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1936/05/17,0,,0:00PM,day,false,kolll901,morig101,(none),basis901,"""39""","""Unknown""","""Comly""",2002/08/24 11:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,163,27000,gomel102,allej102,malop103,,
CLE193605190,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1936/05/19,0,,0:00PM,day,false,morig101,basis901,(none),kolll901,"""39""","""Unknown""","""Comly""",2002/08/25 1:08AM,park,none,0,unknown,-1,unknown,unknown,unknown,165,3750,pearm101,blaeg101,,,
CLE193605200,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1936/05/20,0,,0:00PM,day,false,basis901,kolll901,(none),morig101,"""39""","""Unknown""","""Comly""",2002/08/25 1:31AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,0,deshj101,browl101,,,
CLE193605210,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1936/05/21,0,,0:00PM,day,false,kolll901,morig101,(none),basis901,"""39""","""Unknown""","""Comly""",2002/08/25 7:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,0,white102,hildo101,russj103,,
CLE193605220,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1936/05/22,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""39""","""Unknown""","""Comly""",2002/08/26 11:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,175,12000,aukee101,hardm101,rowes101,,
CLE193605231,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1936/05/23,1,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""39""","""Unknown""","""Comly""",2002/08/26 11:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,0,bridt101,allej102,,,
CLE193605232,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1936/05/23,2,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""39""","""Unknown""","""Comly""",2002/08/26 11:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,15000,hildo101,sullj102,,,
CLE193605240,"""version 7RS(19) of 07/07/92""",DET,CLE,CLE06,1936/05/24,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""39""","""Unknown""","""Comly""",2002/08/27 12:03AM,park,none,0,unknown,-1,unknown,unknown,unknown,100,15000,browl101,rowes101,,,
CLE193605260,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1936/05/26,0,,0:00PM,day,false,geish901,hubbc901,(none),(none),"""39""","""Unknown""","""Comly""",2002/08/29 10:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,500,hogsc101,hardm101,,,
CLE193605270,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1936/05/27,0,,0:00PM,day,false,hubbc901,geish901,(none),dinnb101,"""39""","""Unknown""","""Comly""",2002/08/29 11:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,1000,hildo101,mahar101,,,
CLE193605280,"""version 7RS(19) of 07/07/92""",SLA,CLE,CLE06,1936/05/28,0,,0:00PM,day,false,dinnb101,geish901,(none),hubbc901,"""39""","""Unknown""","""Comly""",2002/08/29 11:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,700,allej102,knotj102,,,
CLE193605301,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1936/05/30,1,,0:00PM,day,false,geish901,hubbc901,(none),dinnb101,"""39,277""","""Unknown""","""Comly""",2002/08/29 11:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,0,browl101,whitj101,,,
CLE193605302,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1936/05/30,2,,0:00PM,day,false,hubbc901,dinnb101,(none),geish901,"""39,277""","""Unknown""","""Comly""",2002/08/29 11:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,22500,blaeg101,cains101,,,
CLE193605310,"""version 7RS(19) of 07/07/92""",CHA,CLE,CLE06,1936/05/31,0,,0:00PM,day,false,dinnb101,geish901,(none),hubbc901,"""39""","""Unknown""","""Comly""",2002/08/30 12:03AM,park,none,0,unknown,-1,unknown,unknown,unknown,127,0,hardm101,kennv101,,,
CLE193606160,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1936/06/16,0,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""39""","""Unknown""","""Comly""",2002/09/01 12:33AM,park,none,0,unknown,-1,unknown,unknown,unknown,146,15000,galed101,gomel102,,,
CLE193606171,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1936/06/17,1,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""39""","""Unknown""","""Comly""",2002/09/01 12:55AM,park,none,0,unknown,-1,unknown,unknown,unknown,151,0,ruffr101,browl101,,,
CLE193606172,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1936/06/17,2,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""39""","""Unknown""","""Comly""",2002/09/01 1:17AM,park,none,0,unknown,-1,unknown,unknown,unknown,145,22000,pearm101,hardm101,,,
CLE193606180,"""version 7RS(19) of 07/07/92""",NYA,CLE,CLE06,1936/06/18,0,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""39""","""Unknown""","""Comly""",2002/09/01 1:56AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,2000,hadlb101,allej102,malop103,,
CLE193606190,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1936/06/19,0,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""39,222,118""","""Tom Thress/RWood""","""Tom Thress/RWood""",2018/11/22 1:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,10000,blaeg101,applp101,browl101,,
CLE193606200,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1936/06/20,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""39""","""Unknown""","""Comly""",2002/09/01 5:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,3000,hardm101,cascj101,,,
CLE193606210,"""version 7RS(19) of 07/07/92""",WS1,CLE,CLE06,1936/06/21,0,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""39""","""Unknown""","""Comly""",2002/09/01 5:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,0,galed101,white102,,,
CLE193606220,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1936/06/22,0,,0:00PM,day,false,owenb901,johnc901,(none),summb901,"""39""","""Unknown""","""Comly""",2002/09/01 5:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,0,rhodg101,allej102,,,
CLE193606230,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1936/06/23,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""39""","""Unknown""","""Comly""",2002/09/01 6:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,0,rossb102,blaeg101,finkh101,,
CLE193606241,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1936/06/24,1,,0:00PM,day,false,summb901,owenb901,(none),johnc901,"""39""","""Unknown""","""Comly""",2002/09/01 10:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,116,0,hardm101,kellh101,,,
CLE193606242,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1936/06/24,2,,0:00PM,day,false,johnc901,owenb901,(none),summb901,"""39""","""Unknown""","""Comly""",2002/09/01 10:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,159,4000,hildo101,dietb101,,,
CLE193606250,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1936/06/25,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""115""","""Unknown""","""Comly""",2000/02/18 11:54PM,park,none,0,unknown,-1,unknown,none,sunny,132,15000,ostef101,browl101,,,
CLE193606260,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1936/06/26,0,,0:00PM,day,false,summb901,owenb901,(none),johnc901,"""115,269,276""","""Unknown,Wayne Townsend""","""Comly,Wayne Townsend""",2000/02/19 12:05AM,park,none,0,unknown,-1,unknown,unknown,unknown,163,12000,hardm101,russj103,,,
CLE193606270,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1936/06/27,0,,0:00PM,day,false,owenb901,johnc901,(none),summb901,"""115""","""Unknown""","""Comly""",2000/02/19 9:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,5000,allej102,ferrw101,,,
CLE193606280,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1936/06/28,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""39""","""Unknown""","""Comly""",2002/09/01 11:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,20000,blaeg101,ostef101,,,
CLE193607210,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1936/07/21,0,,0:00PM,day,false,ormsr901,geish901,(none),hubbc901,"""39""","""David W. Smith""","""David W. Smith""",2018/12/16 5:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,10500,hardm101,grovl101,hildo101,,
CLE193607220,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1936/07/22,0,,0:00PM,day,false,geish901,hubbc901,(none),ormsr901,"""115,39""","""Bob Kistler/Smith""","""D Lamoureaux/Smith""",2001/01/28 12:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,10000,allej102,ferrw101,,,
CLE193607230,"""version 7RS(19) of 07/07/92""",BOS,CLE,CLE06,1936/07/23,0,,0:00PM,day,false,hubbc901,ormsr901,(none),geish901,"""115,276""","""Comly""","""D Lamoureaux""",2001/01/28 12:32PM,unknown,none,0,unknown,-1,unknown,rain,unknown,180,2000,ostef101,hildo101,grovl101,,
CLE193607240,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1936/07/24,0,,0:00PM,day,false,ormsr901,geish901,(none),hubbc901,"""39""","""Comly""","""Comly""",2002/09/05 11:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,0,galed101,rhodg101,fellb101,,
CLE193607250,"""version 7RS(19) of 07/07/92""",PHA,CLE,CLE06,1936/07/25,0,,0:00PM,day,false,geish901,hubbc901,(none),ormsr901,"""39""","""Unknown""","""Comly""",2002/09/05 11:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,165,0,kellh101,uhleg101,,,
