Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
456,Jose A. Ferrer*,24,WSN,NL,0.5,1,0,1.0,3.38,31,0,6,0,0,1,32.0,27,12,12,1,6,0,25,2,1,1,129,122.0,2.76,1.031,7.6,0.3,1.7,7.0,4.17,,ferrj002
457,Joe Kelly,36,LAD,NL,-0.4,1,1,0.5,4.78,35,0,2,0,0,0,32.0,31,19,17,4,16,1,35,5,2,3,143,84.0,4.57,1.469,8.7,1.1,4.5,9.8,2.19,,kellj001
458,Julian Aguiar,23,CIN,NL,-0.1,2,1,0.667,6.25,7,7,0,0,0,0,31.2,30,22,22,8,12,1,19,5,0,1,140,71.0,6.86,1.326,8.5,2.3,3.4,5.4,1.58,,aguij002
459,Angel Chivilli,21,COL,NL,0.2,2,3,0.4,4.55,30,0,10,0,0,1,31.2,31,17,16,7,10,0,28,1,0,0,133,105.0,5.31,1.295,8.8,2.0,2.8,8.0,2.8,,chiva001
460,Kyle Tyler,27,MIA,NL,0.3,0,2,0.0,5.4,8,7,0,0,0,0,31.2,37,19,19,4,18,0,25,1,0,1,142,80.0,5.03,1.737,10.5,1.1,5.1,7.1,1.39,,tylek001
461,Josh Fleming*,28,PIT,NL,0.0,1,1,0.5,4.02,25,3,9,0,0,1,31.1,34,18,14,3,14,0,17,1,0,1,138,104.0,4.76,1.532,9.8,0.9,4.0,4.9,1.21,,flemj001
462,Michael Kelly,31,OAK,AL,0.8,3,2,0.6,2.59,28,0,13,0,0,0,31.1,27,11,9,2,10,1,22,3,0,1,128,154.0,3.84,1.181,7.8,0.6,2.9,6.3,2.2,,kellm004
463,Jordan Leasure,25,CHW,AL,-0.4,0,2,0.0,6.32,33,0,4,0,0,2,31.1,32,22,22,6,18,0,26,1,0,3,142,66.0,5.81,1.596,9.2,1.7,5.2,7.5,1.44,,leasj001
464,Rhett Lowder,22,CIN,NL,1.9,2,2,0.5,1.17,6,6,0,0,0,0,30.2,25,4,4,0,14,0,22,0,0,0,128,378.0,3.1,1.272,7.3,0.0,4.1,6.5,1.57,,lowdr001
465,Robbie Ray*,32,SFG,NL,0.0,3,2,0.6,4.7,7,7,0,0,0,0,30.2,20,16,16,6,15,0,43,6,0,4,129,84.0,4.96,1.141,5.9,1.8,4.4,12.6,2.87,,ray-r002
466,Bradley Blalock,23,2TM,NL,-0.2,1,3,0.25,5.87,7,6,0,0,0,0,30.2,35,22,20,4,20,0,20,1,0,0,147,82.0,5.61,1.793,10.3,1.2,5.9,5.9,1.0,,blalb001
466,Bradley Blalock,23,MIL,NL,0.0,0,0,,0.0,1,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,,6.17,1.0,0.0,0.0,9.0,0.0,0.0,,blalb001
466,Bradley Blalock,23,COL,NL,-0.2,1,3,0.25,6.07,6,6,0,0,0,0,29.2,35,22,20,4,19,0,20,1,0,0,143,79.0,5.59,1.82,10.6,1.2,5.8,6.1,1.05,,blalb001
467,Matt Bowman,33,4TM,2LG,0.2,1,0,1.0,4.4,25,1,6,0,0,0,30.2,26,15,15,5,13,1,24,2,0,0,132,96.0,5.19,1.272,7.6,1.5,3.8,7.0,1.85,,bowmm001
467,Matt Bowman,33,3TM,AL,0.4,1,0,1.0,3.38,21,1,5,0,0,0,24.0,18,9,9,4,11,1,20,2,0,0,101,123.0,5.29,1.208,6.8,1.5,4.1,7.5,1.82,,bowmm001
467,Matt Bowman,33,MIN,AL,0.2,0,0,,2.35,5,0,1,0,0,0,7.2,2,2,2,1,4,0,6,2,0,0,31,187.0,5.64,0.783,2.3,1.2,4.7,7.0,1.5,,bowmm001
467,Matt Bowman,33,ARI,NL,-0.1,0,0,,8.1,4,0,1,0,0,0,6.2,8,6,6,1,2,0,4,0,0,0,31,54.0,4.82,1.5,10.8,1.4,2.7,5.4,2.0,,bowmm001
467,Matt Bowman,33,SEA,AL,-0.1,0,0,,13.5,1,0,0,0,0,0,0.2,1,1,1,1,1,0,0,0,0,0,4,44.0,27.17,3.0,13.5,13.5,13.5,0.0,0.0,,bowmm001
467,Matt Bowman,33,BAL,AL,0.2,1,0,1.0,3.45,15,1,4,0,0,0,15.2,15,6,6,2,6,1,14,0,0,0,66,115.0,4.19,1.34,8.6,1.1,3.4,8.0,2.33,,bowmm001
468,Kris Bubic*,26,KCR,AL,0.8,1,1,0.5,2.67,27,0,7,0,0,1,30.1,26,12,9,2,5,3,39,0,0,1,121,155.0,1.95,1.022,7.7,0.6,1.5,11.6,7.8,,bubik001
469,Davis Daniel,27,LAA,AL,-0.4,1,4,0.2,6.23,6,6,0,0,0,0,30.1,39,22,21,5,6,0,28,1,1,0,134,68.0,4.16,1.484,11.6,1.5,1.8,8.3,4.67,,danid001
470,Keegan Thompson,29,CHC,NL,0.5,2,1,0.667,2.67,24,0,9,0,0,2,30.1,19,12,9,3,18,0,36,0,0,0,127,151.0,3.86,1.22,5.6,0.9,5.3,10.7,2.0,,thomk002
471,Yonny Chirinos,30,MIA,NL,-0.1,0,2,0.0,6.3,6,6,0,0,0,0,30.0,43,21,21,7,13,0,25,3,0,1,144,68.0,6.13,1.867,12.9,2.1,3.9,7.5,1.92,,chiry001
472,Carlos Hernández,27,KCR,AL,0.2,0,1,0.0,3.3,27,0,10,0,0,0,30.0,24,14,11,1,16,0,27,1,0,1,129,126.0,3.5,1.333,7.2,0.3,4.8,8.1,1.69,,hernc006
473,Clayton Kershaw*,36,LAD,NL,-0.3,2,2,0.5,4.5,7,7,0,0,0,0,30.0,36,19,15,2,9,1,24,2,1,2,133,89.0,3.53,1.5,10.8,0.6,2.7,7.2,2.67,,kersc001
474,Tony Santillan,27,CIN,NL,0.7,3,3,0.5,3.0,29,1,2,0,0,0,30.0,21,11,10,4,9,0,46,0,0,1,122,148.0,2.73,1.0,6.3,1.2,2.7,13.8,5.11,,santt001
475,Danny Coulombe*,34,BAL,AL,1.0,1,0,1.0,2.12,33,0,3,0,0,1,29.2,15,7,7,3,5,0,32,0,0,2,107,184.0,2.83,0.674,4.6,0.9,1.5,9.7,6.4,,could001
476,Brandon Bielak,28,2TM,AL,0.1,1,0,1.0,5.16,16,0,9,0,0,0,29.2,39,17,17,5,13,0,14,2,0,1,140,79.0,5.93,1.753,11.8,1.5,3.9,4.2,1.08,,bielb001
476,Brandon Bielak,28,HOU,AL,-0.1,0,0,,5.71,10,0,5,0,0,0,17.1,22,11,11,3,7,0,9,2,0,1,83,72.0,5.94,1.673,11.4,1.6,3.6,4.7,1.29,,bielb001
476,Brandon Bielak,28,OAK,AL,0.1,1,0,1.0,4.38,6,0,4,0,0,0,12.1,17,6,6,2,6,0,5,0,0,0,57,93.0,5.92,1.865,12.4,1.5,4.4,3.6,0.83,,bielb001
477,Brenan Hanifee,26,DET,AL,0.9,1,1,0.5,1.84,21,3,1,0,0,0,29.1,27,7,6,2,6,0,23,0,0,0,120,228.0,3.1,1.125,8.3,0.6,1.8,7.1,3.83,,hanib001
478,George Soriano,25,MIA,NL,-0.6,1,1,0.5,6.75,22,0,11,0,0,1,29.1,27,23,22,7,13,0,29,4,0,3,131,64.0,6.03,1.364,8.3,2.1,4.0,8.9,2.23,,sorig001
479,Eduardo Salazar,26,2TM,NL,0.5,0,1,0.0,2.76,26,0,3,0,0,0,29.1,34,11,9,2,14,0,27,1,0,1,133,150.0,3.75,1.636,10.4,0.6,4.3,8.3,1.93,,salae001
479,Eduardo Salazar,26,LAD,NL,0.0,0,0,,0.0,1,0,1,0,0,0,2.0,3,1,0,0,2,0,3,0,0,0,10,,3.17,2.5,13.5,0.0,9.0,13.5,1.5,,salae001
479,Eduardo Salazar,26,WSN,NL,0.5,0,1,0.0,2.96,25,0,2,0,0,0,27.1,31,10,9,2,12,0,24,1,0,1,123,139.0,3.79,1.573,10.2,0.7,4.0,7.9,2.0,,salae001
480,Spencer Howard,27,2TM,2LG,-0.6,1,2,0.333,6.21,9,3,2,0,0,0,29.0,44,24,20,5,14,0,27,0,0,1,144,65.0,4.99,2.0,13.7,1.6,4.3,8.4,1.93,,howas003
480,Spencer Howard,27,SFG,NL,-0.2,1,1,0.5,5.63,7,2,1,0,0,0,24.0,33,16,15,2,11,0,21,0,0,0,114,70.0,3.87,1.833,12.4,0.8,4.1,7.9,1.91,,howas003
480,Spencer Howard,27,CLE,AL,-0.4,0,1,0.0,9.0,2,1,1,0,0,0,5.0,11,8,5,3,3,0,6,0,0,1,30,48.0,10.37,2.8,19.8,5.4,5.4,10.8,2.0,,howas003
481,Drew Rasmussen,28,TBR,AL,0.6,0,2,0.0,2.83,16,4,5,0,0,1,28.2,25,10,9,0,6,0,35,0,0,1,116,143.0,1.35,1.081,7.8,0.0,1.9,11.0,5.83,,rasmd002
482,Aaron Ashby*,26,MIL,NL,0.2,1,2,0.333,2.86,14,2,3,0,0,0,28.1,20,13,9,2,10,0,33,0,0,1,119,147.0,2.81,1.059,6.4,0.6,3.2,10.5,3.3,,ashba003
483,Yilber Díaz,23,ARI,NL,0.3,1,1,0.5,3.81,7,4,1,0,0,0,28.1,27,13,12,3,12,0,19,0,0,1,119,111.0,4.47,1.376,8.6,1.0,3.8,6.0,1.58,,diazy005
484,Logan Allen*,27,ARI,NL,-0.1,0,1,0.0,5.46,12,0,4,0,0,1,28.0,32,17,17,3,10,0,21,2,0,0,128,77.0,4.34,1.5,10.3,1.0,3.2,6.8,2.1,,allel003
485,Ryan Brasier,36,LAD,NL,0.2,1,0,1.0,3.54,29,4,3,0,0,0,28.0,22,12,11,3,5,0,25,0,0,1,110,114.0,3.31,0.964,7.1,1.0,1.6,8.0,5.0,,brasr001
486,Robert Gasser*,25,MIL,NL,0.6,2,0,1.0,2.57,5,5,0,0,0,0,28.0,28,9,8,2,1,0,16,3,0,0,114,163.0,3.38,1.036,9.0,0.6,0.3,5.1,16.0,,gassr001
487,Eduard Bazardo,28,SEA,AL,0.0,2,0,1.0,4.88,23,0,15,0,0,0,27.2,20,15,15,2,9,0,33,0,0,3,108,77.0,2.7,1.048,6.5,0.7,2.9,10.7,3.67,,bazae001
488,Matt Manning,26,DET,AL,0.1,0,1,0.0,4.88,5,5,0,0,0,0,27.2,31,15,15,3,12,0,23,0,0,1,123,86.0,4.21,1.554,10.1,1.0,3.9,7.5,1.92,,mannm001
489,Bryan Sammons*,29,DET,AL,0.4,1,1,0.5,3.62,6,0,0,0,0,0,27.1,16,11,11,6,9,0,18,1,0,0,104,116.0,5.8,0.915,5.3,2.0,3.0,5.9,2.0,,sammb001
490,Kolby Allard*,26,PHI,NL,0.2,2,0,1.0,5.0,7,4,0,0,0,0,27.0,34,15,15,5,8,0,23,0,0,0,117,85.0,4.76,1.556,11.3,1.7,2.7,7.7,2.88,,allak001
491,Grant Anderson,27,TEX,AL,-1.1,0,1,0.0,8.1,23,0,10,0,0,1,26.2,33,24,24,11,10,3,29,1,0,0,120,47.0,7.59,1.613,11.1,3.7,3.4,9.8,2.9,,andeg002
492,Aaron Brooks,34,OAK,AL,-0.2,0,2,0.0,5.06,5,4,1,0,0,0,26.2,33,19,15,4,8,0,12,1,0,0,119,79.0,5.23,1.538,11.1,1.4,2.7,4.1,1.5,,brooa001
493,Chris Devenski,33,TBR,AL,-0.8,2,1,0.667,6.75,19,0,4,0,0,0,26.2,28,25,20,9,14,0,24,0,0,1,122,60.0,7.33,1.575,9.5,3.0,4.7,8.1,1.71,,devec001
494,Ethan Roberts,26,CHC,NL,0.2,1,1,0.5,3.71,21,0,6,0,0,0,26.2,31,11,11,3,10,0,26,1,0,1,118,109.0,3.92,1.538,10.5,1.0,3.4,8.8,2.6,,robee001
495,Gerson Garabito,28,TEX,AL,-0.1,0,2,0.0,4.78,18,2,10,0,0,0,26.1,23,15,14,4,12,0,22,4,0,1,115,80.0,5.29,1.329,7.9,1.4,4.1,7.5,1.83,,garag001
496,Jay Jackson,36,MIN,AL,-0.6,1,2,0.333,7.52,20,0,10,0,0,0,26.1,28,24,22,7,9,0,29,0,0,0,114,56.0,5.44,1.405,9.6,2.4,3.1,9.9,3.22,,jackj001
497,Bryan King*,27,HOU,AL,0.6,1,0,1.0,2.39,28,0,7,0,0,0,26.1,20,7,7,1,10,0,32,3,0,0,109,170.0,2.71,1.139,6.8,0.3,3.4,10.9,3.2,,kingb001
498,Gus Varland,27,2TM,2LG,0.3,1,0,1.0,3.42,26,0,7,0,0,0,26.1,30,12,10,2,8,1,27,1,0,2,115,123.0,3.13,1.443,10.3,0.7,2.7,9.2,3.38,,varlg001
498,Gus Varland,27,LAD,NL,0.0,0,0,,3.0,7,0,2,0,0,0,6.0,7,3,2,1,4,0,3,1,0,0,30,141.0,6.83,1.833,10.5,1.5,6.0,4.5,0.75,,varlg001
498,Gus Varland,27,CHW,AL,0.3,1,0,1.0,3.54,19,0,5,0,0,0,20.1,23,9,8,1,4,1,24,0,0,2,85,118.0,2.03,1.328,10.2,0.4,1.8,10.6,6.0,,varlg001
499,Luke Little*,23,CHC,NL,0.3,3,1,0.75,3.46,30,1,7,0,0,0,26.0,15,11,10,1,18,1,28,4,0,3,109,116.0,4.05,1.269,5.2,0.3,6.2,9.7,1.56,,littl001
500,Yunior Marté,29,PHI,NL,-0.7,0,0,,6.92,23,0,5,0,0,0,26.0,34,22,20,5,15,0,23,0,0,3,127,61.0,5.63,1.885,11.8,1.7,5.2,8.0,1.53,,marty001
501,Dany Jiménez,30,OAK,AL,-0.3,1,3,0.25,4.91,25,0,9,0,0,1,25.2,21,18,14,6,19,0,25,1,0,0,117,81.0,6.59,1.558,7.4,2.1,6.7,8.8,1.32,,jimed002
502,Hans Crouse,25,LAA,AL,0.5,4,3,0.571,2.84,25,0,5,0,0,0,25.1,14,10,8,2,17,1,34,2,0,1,107,149.0,3.76,1.224,5.0,0.7,6.0,12.1,2.0,,crouh001
503,J.P. France,29,HOU,AL,-0.5,0,3,0.0,7.46,5,5,0,0,0,0,25.1,31,21,21,5,12,0,22,1,1,3,121,55.0,5.53,1.697,11.0,1.8,4.3,7.8,1.83,,franj006
504,Kaleb Ort,32,HOU,AL,0.5,1,1,0.5,2.55,22,0,6,0,0,0,24.2,16,7,7,7,4,0,26,0,0,1,93,160.0,5.23,0.811,5.8,2.6,1.5,9.5,6.5,,ort-k001
505,Adam Cimber,33,LAA,AL,-0.7,3,0,1.0,7.03,28,0,2,0,0,0,24.1,20,19,19,1,14,2,19,6,0,1,107,60.0,4.6,1.397,7.4,0.4,5.2,7.0,1.36,,cimba001
506,Alek Manoah,26,TOR,AL,-0.4,1,2,0.333,3.7,5,5,0,0,0,0,24.1,17,16,10,5,8,0,26,4,0,1,103,113.0,5.18,1.027,6.3,1.8,3.0,9.6,3.25,,manoa001
507,Cody Poteet,29,NYY,AL,0.9,3,0,1.0,2.22,5,4,0,0,0,0,24.1,18,7,6,2,8,0,16,1,0,1,96,184.0,4.03,1.068,6.7,0.7,3.0,5.9,2.0,,potec001
508,Josh Staumont,30,MIN,AL,0.2,1,0,1.0,3.7,25,0,12,0,0,0,24.1,17,12,10,0,14,0,18,1,0,1,102,115.0,3.54,1.274,6.3,0.0,5.2,6.7,1.29,,stauj001
509,Fraser Ellard*,26,CHW,AL,0.2,2,3,0.4,3.75,25,0,2,0,0,1,24.0,18,12,10,3,12,3,26,1,0,5,101,111.0,4.25,1.25,6.8,1.1,4.5,9.8,2.17,,ellaf001
510,Kenny Rosenberg*,28,LAA,AL,-0.3,0,1,0.0,6.0,7,1,3,0,0,0,24.0,28,17,16,5,8,1,17,0,0,2,104,71.0,5.46,1.5,10.5,1.9,3.0,6.4,2.13,,rosek001
511,Sam Hentges*,27,CLE,AL,0.4,0,0,,3.04,25,0,4,0,0,0,23.2,18,8,8,3,5,0,27,0,0,0,91,134.0,3.17,0.972,6.8,1.1,1.9,10.3,5.4,,hents001
512,Gabe Speier*,29,SEA,AL,-0.5,0,2,0.0,5.7,29,0,3,0,0,0,23.2,19,15,15,2,14,1,33,2,0,1,104,66.0,3.5,1.394,7.2,0.8,5.3,12.5,2.36,,speig001
513,Matt Festa,31,2TM,2LG,-0.8,6,1,0.857,5.7,19,0,4,0,0,0,23.2,21,18,15,2,8,1,24,1,0,0,100,69.0,3.38,1.225,8.0,0.8,3.0,9.1,3.0,,festm001
513,Matt Festa,31,NYM,NL,-0.7,0,1,0.0,36.0,1,0,1,0,0,0,1.0,4,5,4,0,1,1,1,0,0,0,8,15.0,4.17,5.0,36.0,0.0,9.0,9.0,1.0,,festm001
513,Matt Festa,31,TEX,AL,-0.1,6,0,1.0,4.37,18,0,3,0,0,0,22.2,17,13,11,2,7,0,23,1,0,0,92,88.0,3.34,1.059,6.8,0.8,2.8,9.1,3.29,,festm001
514,Mitch White,29,3TM,2LG,-0.6,1,1,0.5,7.23,13,0,9,0,0,0,23.2,26,21,19,4,13,2,13,1,0,1,110,59.0,6.04,1.648,9.9,1.5,4.9,4.9,1.0,,whitm004
514,Mitch White,29,2TM,NL,-0.5,0,1,0.0,8.56,9,0,7,0,0,0,13.2,16,15,13,3,9,2,7,1,0,1,68,50.0,7.19,1.829,10.5,2.0,5.9,4.6,0.78,,whitm004
514,Mitch White,29,TOR,AL,-0.1,1,0,1.0,5.4,4,0,2,0,0,0,10.0,10,6,6,1,4,0,6,0,0,0,42,79.0,4.47,1.4,9.0,0.9,3.6,5.4,1.5,,whitm004
514,Mitch White,29,SFG,NL,-0.2,0,0,,11.81,3,0,2,0,0,0,5.1,8,7,7,1,5,0,1,0,0,1,29,35.0,8.04,2.438,13.5,1.7,8.4,1.7,0.2,,whitm004
514,Mitch White,29,MIL,NL,-0.3,0,1,0.0,6.48,6,0,5,0,0,0,8.1,8,8,6,2,4,2,6,1,0,0,39,67.0,6.65,1.44,8.6,2.2,4.3,6.5,1.5,,whitm004
515,Bryan Baker,29,BAL,AL,-0.1,1,1,0.5,5.01,19,0,4,0,0,0,23.1,20,14,13,3,7,0,23,0,0,0,93,78.0,3.77,1.157,7.7,1.2,2.7,8.9,3.29,,bakeb001
516,Victor González*,28,NYY,AL,0.1,2,1,0.667,3.86,27,0,8,0,0,2,23.1,13,12,10,3,13,0,11,3,0,0,97,106.0,5.95,1.114,5.0,1.2,5.0,4.2,0.85,,gonzv001
517,Ron Marinaccio,28,NYY,AL,0.2,1,0,1.0,3.86,16,0,4,0,0,0,23.1,18,11,10,4,10,0,25,3,1,0,99,106.0,4.92,1.2,6.9,1.5,3.9,9.6,2.5,,marir001
518,Ty Madden,24,DET,AL,-0.1,1,1,0.5,4.3,6,1,0,0,0,0,23.0,25,12,11,2,8,0,17,1,0,0,101,98.0,3.99,1.435,9.8,0.8,3.1,6.7,2.13,,maddt001
519,Michael McGreevy,23,STL,NL,0.9,3,0,1.0,1.96,4,3,1,0,0,0,23.0,16,5,5,1,2,0,18,1,0,0,86,213.0,2.56,0.783,6.3,0.4,0.8,7.0,9.0,,mcgrm001
520,Touki Toussaint,28,CHW,AL,-0.3,1,2,0.333,7.43,11,0,2,0,0,0,23.0,35,19,19,3,18,0,26,1,0,1,117,56.0,5.08,2.304,13.7,1.2,7.0,10.2,1.44,,toust001
521,Will Warren,25,NYY,AL,-1.2,0,3,0.0,10.32,6,5,1,0,0,0,22.2,33,27,26,5,10,0,29,1,2,0,110,40.0,4.93,1.897,13.1,2.0,4.0,11.5,2.9,,warrw001
522,Brady Basso*,26,OAK,AL,0.3,1,1,0.5,4.03,7,4,2,0,0,0,22.1,23,10,10,3,5,0,19,0,0,1,93,99.0,3.88,1.254,9.3,1.2,2.0,7.7,3.8,,bassb002
523,Ray Kerr*,29,ATL,NL,-0.1,1,2,0.333,5.64,10,2,3,0,0,0,22.1,29,14,14,4,7,0,27,3,0,2,103,75.0,4.42,1.612,11.7,1.6,2.8,10.9,3.86,,kerrr001
524,Tommy Nance,33,TOR,AL,-0.2,0,3,0.0,4.09,20,0,6,0,0,0,22.0,18,12,10,2,9,2,19,1,0,2,93,102.0,3.98,1.227,7.4,0.8,3.7,7.8,2.11,,nanct001
525,Mason Englert,24,DET,AL,-0.3,1,0,1.0,5.4,12,1,5,0,0,0,21.2,23,15,13,4,5,1,16,1,0,2,93,78.0,4.92,1.292,9.6,1.7,2.1,6.6,3.2,,englm001
526,Sean Reid-Foley,28,NYM,NL,0.2,1,2,0.333,1.66,23,0,9,0,0,0,21.2,13,10,4,0,14,0,25,0,0,1,90,241.0,2.8,1.246,5.4,0.0,5.8,10.4,1.79,,reids001
527,Devin Williams,29,MIL,NL,1.4,1,0,1.0,1.25,22,0,19,0,0,14,21.2,10,3,3,1,11,1,38,2,0,1,88,338.0,2.06,0.969,4.2,0.4,4.6,15.8,3.45,,willd004
528,Enoli Paredes,28,2TM,NL,0.7,1,0,1.0,1.66,18,0,9,0,0,1,21.2,13,4,4,0,10,0,16,2,0,2,87,257.0,3.35,1.062,5.4,0.0,4.2,6.6,1.6,,paree003
528,Enoli Paredes,28,MIL,NL,0.6,1,0,1.0,1.74,17,0,8,0,0,1,20.2,13,4,4,0,10,0,14,2,0,2,84,242.0,3.55,1.113,5.7,0.0,4.4,6.1,1.4,,paree003
528,Enoli Paredes,28,CHC,NL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,2,0,0,0,3,,-0.83,0.0,0.0,0.0,0.0,18.0,,,paree003
529,Yerry Rodríguez,26,2TM,AL,-0.7,1,0,1.0,8.72,16,0,6,0,0,0,21.2,26,22,21,7,13,1,17,2,0,2,105,46.0,7.87,1.8,10.8,2.9,5.4,7.1,1.31,,rodry002
529,Yerry Rodríguez,26,TEX,AL,-0.4,1,0,1.0,6.88,12,0,4,0,0,0,17.0,16,13,13,5,11,1,12,1,0,2,78,56.0,7.7,1.588,8.5,2.6,5.8,6.4,1.09,,rodry002
529,Yerry Rodríguez,26,TOR,AL,-0.4,0,0,,15.43,4,0,2,0,0,0,4.2,10,9,8,2,2,0,5,1,0,0,27,29.0,8.52,2.571,19.3,3.9,3.9,9.6,2.5,,rodry002
530,Sean Guenther*,28,DET,AL,1.0,3,0,1.0,0.86,17,0,4,0,0,0,21.0,9,2,2,0,2,0,12,2,0,0,73,492.0,2.59,0.524,3.9,0.0,0.9,5.1,6.0,,guens001
531,Colten Brewer,31,CHC,NL,-0.6,0,0,,5.66,16,0,8,0,0,1,20.2,24,16,13,1,9,0,22,1,0,1,95,71.0,3.12,1.597,10.5,0.4,3.9,9.6,2.44,,brewc002
532,Richard Fitts,24,BOS,AL,0.6,0,1,0.0,1.74,4,4,0,0,0,0,20.2,19,6,4,0,7,0,9,0,0,1,85,242.0,3.31,1.258,8.3,0.0,3.0,3.9,1.29,,fittr001
533,Giovanny Gallegos,32,STL,NL,-0.3,2,1,0.667,6.53,21,0,6,0,0,1,20.2,24,15,15,6,10,0,21,0,0,1,94,64.0,6.36,1.645,10.5,2.6,4.4,9.1,2.1,,gallg001
534,Domingo Germán,31,PIT,NL,-0.5,0,1,0.0,7.84,7,2,3,0,0,0,20.2,25,19,18,4,13,1,18,2,1,2,100,54.0,6.12,1.839,10.9,1.7,5.7,7.8,1.38,,germd001
535,John Means*,31,BAL,AL,0.7,2,0,1.0,2.61,4,4,0,0,0,0,20.2,16,6,6,2,2,0,16,1,0,0,80,151.0,3.31,0.871,7.0,0.9,0.9,7.0,8.0,,meanj001
536,Emmanuel Ramírez,29,MIA,NL,-0.3,0,1,0.0,6.97,15,0,2,0,0,0,20.2,21,17,16,3,8,0,21,3,0,2,92,62.0,4.62,1.403,9.1,1.3,3.5,9.1,2.63,,ramie006
537,Erasmo Ramírez,34,TBR,AL,-0.2,3,0,1.0,4.35,13,0,10,0,0,1,20.2,12,12,10,5,10,1,15,1,0,2,85,93.0,6.46,1.065,5.2,2.2,4.4,6.5,1.5,,ramie004
538,Ryder Ryan,29,PIT,NL,-0.2,1,0,1.0,5.66,15,0,5,0,0,0,20.2,21,14,13,2,9,0,17,3,0,0,93,74.0,4.52,1.452,9.1,0.9,3.9,7.4,1.89,,ryanr002
539,Scott Blewett,28,MIN,AL,0.8,1,1,0.5,1.77,12,0,4,0,0,0,20.1,17,5,4,2,8,2,18,1,0,0,85,240.0,4.0,1.23,7.5,0.9,3.5,8.0,2.25,,blews001
540,Noah Davis,27,COL,NL,-0.2,0,0,,5.75,9,0,2,0,0,0,20.1,31,15,13,3,7,0,15,0,0,0,96,83.0,4.64,1.869,13.7,1.3,3.1,6.6,2.14,,davin001
541,River Ryan,25,LAD,NL,0.7,1,0,1.0,1.33,4,4,0,0,0,0,20.1,15,4,3,1,9,0,18,0,0,0,81,305.0,3.36,1.18,6.6,0.4,4.0,8.0,2.0,,ryanr003
542,Jeff Criswell,25,COL,NL,0.6,1,0,1.0,2.75,13,0,1,0,0,0,19.2,20,6,6,4,9,0,27,1,0,0,87,175.0,4.59,1.475,9.2,1.8,4.1,12.4,3.0,,crisj001
543,Michael Petersen,30,2TM,NL,-0.3,3,1,0.75,5.95,16,0,5,0,0,0,19.2,21,14,13,3,11,1,14,1,1,0,90,71.0,5.56,1.627,9.6,1.4,5.0,6.4,1.27,,petem001
543,Michael Petersen,30,LAD,NL,-0.3,3,0,1.0,6.43,11,0,3,0,0,0,14.0,14,10,10,3,8,0,11,1,1,0,64,64.0,6.31,1.571,9.0,1.9,5.1,7.1,1.38,,petem001
543,Michael Petersen,30,MIA,NL,0.0,0,1,0.0,4.76,5,0,2,0,0,0,5.2,7,4,3,0,3,1,3,0,0,0,26,95.0,3.7,1.765,11.1,0.0,4.8,4.8,1.0,,petem001
544,Ronny Henriquez,24,MIN,AL,0.3,1,1,0.5,3.26,16,1,6,0,0,0,19.1,20,8,7,2,5,1,15,2,0,1,82,131.0,4.05,1.293,9.3,0.9,2.3,7.0,3.0,,henrr001
545,José Marte,28,LAA,AL,0.5,0,0,,2.33,14,0,3,0,0,0,19.1,14,6,5,1,10,0,14,1,0,2,80,183.0,4.1,1.241,6.5,0.5,4.7,6.5,1.4,,martj010
546,José Quijada*,28,LAA,AL,0.3,2,2,0.5,3.26,22,0,5,0,0,0,19.1,12,9,7,1,17,0,24,2,1,0,84,131.0,4.3,1.5,5.6,0.5,7.9,11.2,1.41,,quijj001
547,Troy Taylor,22,SEA,AL,0.1,0,0,,3.72,21,0,8,0,0,1,19.1,15,8,8,4,7,0,25,0,0,2,81,101.0,4.36,1.138,7.0,1.9,3.3,11.6,3.57,,taylt003
548,Prelander Berroa,24,CHW,AL,0.4,1,0,1.0,3.32,17,0,3,0,0,0,19.0,15,7,7,2,13,1,26,1,0,0,83,126.0,4.01,1.474,7.1,0.9,6.2,12.3,2.0,,berrp001
549,Sean Burke,24,CHW,AL,0.9,2,0,1.0,1.42,4,3,1,0,0,0,19.0,12,4,3,2,7,0,22,0,0,1,76,294.0,3.32,1.0,5.7,0.9,3.3,10.4,3.14,,burks001
550,Dominic Leone,32,CHW,AL,-0.7,0,2,0.0,6.63,23,0,4,0,0,0,19.0,20,17,14,4,14,1,17,0,0,2,89,63.0,6.32,1.789,9.5,1.9,6.6,8.1,1.21,,leond003
551,Anthony Maldonado,26,MIA,NL,0.2,1,1,0.5,5.68,16,1,6,0,0,1,19.0,21,12,12,1,7,3,11,0,0,1,82,76.0,3.8,1.474,9.9,0.5,3.3,5.2,1.57,,malda001
552,Cody Bolton,26,SEA,AL,-0.1,0,0,,4.34,17,0,5,0,0,0,18.2,18,11,9,3,9,0,17,0,0,0,83,87.0,4.88,1.446,8.7,1.4,4.3,8.2,1.89,,boltc001
